,管道1温度,管道2温度,管道3温度,管道4温度,管道5温度,管道6温度,管道7温度,管道8温度,管道9温度,管道10温度
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.9998156941543666,0.999309199172715,0.998958527841656,0.9999226467585247,0.9993448102907478,0.9996789239828233,0.9999367487943928,0.9988090592548746,0.999193407614902,0.999441117753951
2,-0.7422739963141314,-0.33950079955731777,-0.22430118416313122,-1.4484965167959925,-0.3024388630493312,-0.8088759153184516,-2.9405030042570957,-0.3505026037128922,-0.3762736796507733,-0.8696708544842776
3,-0.24508362156129235,-0.24553677623473794,-0.1732196873392793,-0.583538856317218,-0.18754128791493987,-0.27964105420657176,-0.7658742941172837,-0.0029320982072797916,-0.2204726205535637,-0.29346833889479645
4,0.026871218261096595,-0.16580472177476066,-0.12585728025582713,-0.6237658895090105,-0.11650398617645771,0.10322343742494143,-0.537478149633782,-0.04213758775872767,-0.131934312491086,0.1060662193221219
5,0.13152531113574736,-0.09722409487692579,-0.08069342473519875,-0.9680726651787449,-0.05974723624050151,0.20964774406824607,-0.5760756895907597,-0.004228132758991671,-0.056014027796061246,0.23229890729735359
6,0.13289757118865844,-0.042703432620441795,-0.04147238618949952,-27.18379013272238,0.0017498406235347585,0.15498160063625835,-0.9695809815506895,0.0327582247473619,-0.005740395551408085,0.24962226010240637
7,0.12329377293313097,-0.013750115125561735,-0.023533967801799463,1.0290988081679244,0.009855375189138989,0.05945937965669567,-27.49102851496867,0.0337202621958864,0.016592553342084745,0.11817905408628072
8,0.049353131739193784,0.011484129672369857,-0.015035952166918781,0.5833955406067073,0.013468219854407075,0.043594145970327174,1.033085290314943,0.02936461697616079,0.03792775249719629,-0.009565781652529517
9,0.019233534291337364,0.030494484749130826,-0.005848256136542918,0.5225233644262386,0.018224926555188016,0.02385183459285379,0.5687652927609314,0.03073452106364936,0.04206394927694385,0.03574981941094582
10,-0.0021704161011065347,0.02668540424534011,0.009616842694721949,0.6567806642001897,0.0521408520507315,-0.012200884192809057,0.45792661652290456,0.06430680575152764,0.05863647679321829,-0.04106338896800993
11,0.015103610520721558,0.021186664176503882,0.018064779139848216,1.453058643264618,0.04708020956887846,0.023021853423903338,0.47081919610642203,0.026401380018666817,0.05745158798567143,-0.014777914928578042
12,0.0016107694716531323,0.012182572365319175,-0.0003717342621934849,-2.885626326836584,0.011637470947607214,-0.060269187948565055,0.6370117088797168,0.028951368121379505,0.03162589507336242,-0.05512094159998816
13,-0.03100321802765102,0.0005945042248029493,-0.0011280737122812152,-0.7822484364496696,0.00032269979428069137,-0.03550455486621523,1.3983798211609075,0.006774570866101903,0.02518010463101061,-0.00530724506634369
14,-0.014853025247330042,-0.008182562338349325,-0.000823555426703615,-0.4881760896987868,-0.00471277799956135,-0.05216872151171488,-3.2804870687654355,-0.00053110879973579,0.004023805882044232,-0.09393729666466348
15,-0.08380100574778382,-0.015168895141349479,-0.007530008547675662,-0.5019218543524685,0.011195459547224534,-0.01783970558900244,-0.7885365698649475,0.05072167551362537,0.012033915031595956,-0.07313880689753141
16,-0.02708832865628436,-0.03308896332961667,-0.009323690190311507,-0.5788127127875627,0.0006392806449137753,-0.011898132964268336,-0.49885494951243775,-0.016006744908181894,-0.0009871714360997009,-0.047285171225003295
17,-0.02474261843634745,-0.02818064650021215,-0.019480347742578664,-0.9641728136154691,-0.02083518210254772,-0.06648120197082465,-0.4204896040498325,0.006357128434573588,-0.0153338645955096,0.01138226182324696
18,-0.06910250776936548,-0.040584541681366576,-0.02870971981399122,-22.54217840798718,-0.027603671323230033,-0.03022250454934467,-0.41521149708772975,-0.010820623627694169,-0.02981287268677627,-0.004328149437750803
19,-0.055726474061653444,-0.0355695331444641,-0.019434293202357844,1.042214600768083,-0.02250026433838956,0.003801597639539328,-0.5095195578731507,0.020100389761879174,-0.01611211329825486,0.01842881349978475
20,-0.026820668544033945,-0.03192681060968439,-0.027634350782813042,0.6107607327631338,-0.020365244513296337,-0.015562983163918801,-0.8255701833727563,-0.008751743818441507,-0.014738165747961787,-0.018456222786867257
21,0.026712983770992425,-0.01717664606678666,-0.022496760718639715,0.45989077883172946,-0.020579222718111696,-0.032997376385480864,-4.226294685767658,-0.001741281933773083,-0.01847239980062792,0.011974255641247225
22,-0.006928451938226928,-0.016497907908300396,-0.014782861909160654,0.5879716667809936,-0.01585689361726606,0.02767273410028071,1.2787747557371245,0.021829081830630717,-0.015026959154692866,0.00308946440564527
23,-0.042650147053282704,-0.009731645311058799,-0.010124397690045812,0.979178380569459,-0.004435576416031159,0.006002382445177243,0.5975025998239413,0.006753142111319709,0.011363637012755652,0.039535576074108736
24,-0.0044197241117607524,0.0007078904244928661,-0.006241725950129737,41.88070402624485,-0.005398151664696258,0.006812040037291748,0.45593546406459456,0.021612660408850102,0.0010878484630787934,0.028389252577353807
25,0.02468282614516922,0.0030051941479006914,-0.004030210288058137,-1.0207590603790897,-0.0024904535598890007,-0.03259114678206655,0.42842752644909,0.009998113617971028,0.015021161110888491,0.05923117655011232
26,-0.040759317091387526,0.008733789712872544,-0.005493710038116331,-0.5752378669819196,0.007109897789374653,0.01595570904075681,0.4855711036808534,0.017581963205327688,0.02030422734634283,0.01495778763006235
27,0.006826519992847836,0.016543066078840415,0.0006200194936961874,-0.5175785908284714,-0.00825731745187226,0.008649016267173104,0.723463991359362,-0.0025708493266721802,0.012876698195160428,-0.014072706098175385
28,0.039150183145228716,0.011456943723877965,-0.0024540594589218625,-0.5439722885207781,0.0008650676207021825,0.0006430814533300393,2.316008261337559,0.025065050592815354,0.02268629774221232,0.011858576353568125
29,0.03728249903567345,0.013190491501198042,-0.0014303419391787692,-0.9608024454935277,-0.005759412562572538,-0.007263506567938787,-1.6845786992966858,-0.008198789864037367,0.013449848887040672,0.002072262008720991
30,-0.00891904976912988,0.008470416267233969,0.0014445691240988553,-20.641518572373975,0.009706142135340334,0.0004577710561395701,-0.6659998405394143,-0.0004887503331529571,0.016082602285845574,-0.012739405667823354
31,-0.023723072558113442,0.013857666697146057,0.009498668470280008,1.045661813615344,0.02182496734451618,0.01866545681033692,-0.4737217173024331,0.03382527401627283,0.03223730128640729,0.03311413083198286
