"","id","id2","comm_time"
"285",6894433147,88884959,1.52
"286",1446333484,21,1.92
"287",1445532943,97064032,88.7
"288",1445512058,97362281,10.5
"289",1446086953,57806818,0.72
"290",6811410754,61578067,4.77
"291",6804613078,96824425,0.52
"292",6849452977,57260483,18.22
"293",6859345548,83866622,1.62
"294",6844194719,36178379,56.28
"295",6868550480,94895546,4.33
"296",6868956503,83449871,6.55
"297",6892226844,83812746,3.92
"298",6827066585,399171615,0.37
"299",1446332181,67213,0.53
"300",1445535452,16529715,47.52
"301",1445503105,55799629,2.57
"302",6816804619,40290437,1.2
"303",6890772367,83877974,97.03
"304",6823751547,98036830,27.23
"305",6876968196,37927660,1.17
"306",6826116819,40297857,3.02
"307",1445544872,73482742,1.03
"308",6885053112,31969837,13.1
"309",6876860494,37951865,6.92
"310",1445521299,43991618,0.53
"311",6804593637,51729620,0.48
"312",6876836860,77595392,26.87
"313",6806917286,43980721,30.2
"314",6853742023,82038572,18.63
"315",1446237853,57570101,1.6
"316",1446325633,26206387,0.13
"317",1445553419,34347016,35.35
"318",1446540718,66972,0.15
"319",1445540645,96173806,11.32
"320",6893289588,93676263,85.63
"321",6869399250,65224011,0.2
"322",6836827015,9792129,3.48
"323",6876572090,91910009,74.03
"324",6868787099,55083238301,15.18
"325",1445486164,34349829,2.33
"326",1446318838,46325775,3.3
"327",6851546149,98990388,0.52
"328",6816749767,96196822,4.28
"329",6825819021,90341835,2.4
"330",6867806685,98043174,39.72
"331",1445597281,94486108,7.77
"332",1445496054,66114746,10.57
"333",6805415575,5037249,31.68
"334",6884636614,72321018,1.38
"335",6840139199,30564899,1.73
"336",6893277594,537224,5.73
"337",6804602675,45656649,1.05
"338",6844389793,51318151,63.67
"339",6894633166,62180344,1.38
"340",1445684865,96242877,7.82
"341",6860978134,40387023,13.12
"342",6815138542,43993174,1.68
"343",1449547530,70341833,1.5
"344",6839016238,50165915,411.02
"345",6852212581,34920331,5.48
"346",1446631113,49318116,9.6
"347",6849097735,58543744,4.13
"348",1446232945,94699576,4.32
"349",6879473606,73469362,103.73
"350",6834652764,20215844,2.97
"351",6852919003,20171226,49.83
"352",6808741479,67654117,33.18
"353",1445642553,94487930,77.62
"354",6871250866,59925306,0.25
"355",6869400146,90608494,0.12
"356",1445559694,34349389,0.3
"357",6855189377,92261888,2.32
"358",6878235189,25971619,2.92
"359",1445555365,98611113,0.57
"360",1445540533,99763217,1.98
"361",1445538433,52966,1.78
"362",6894815836,19283363,0.22
"363",6883775709,94699403,0.25
"364",6871791263,57378736,1.77
"365",6837606573,37185251,5.83
"366",1446588496,98071438,17.65
"367",6807274488,46175021,3.83
"368",6870958875,28617705,35.73
"369",6856055979,843216348,2.27
"370",6879657485,46173748,43.43
"371",6810659848,50212647,1.85
"372",1446301025,56837526,0.43
"373",6893235472,45684560,0.6
"374",6888009688,40306666,0.47
"375",6871248905,6710535,0.8
"376",1445524309,90341657,1.8
"377",1445648494,99295931,1.25
"378",6861033567,44822892,1.52
"379",1446134107,81993123,18.88
"380",6884859285,83448917,1.27
"381",1445504942,46199781,8.37
"382",1445544464,85513082,4.57
"383",1445686243,56973825,14.1
"384",6864983446,70849722,8.02
"385",6850049350,94702448,5.5
"386",6863327773,34437652,0.82
"387",1445531009,43554036,1.25
"388",1445616397,96174642,1.15
"389",6829951583,82985141,0.83
"390",6833760089,40096504,1.35
"391",1445710543,43481457,14.07
"392",6863745900,85332327,2.53
"393",1446111563,46203683,4.7
"394",6815348009,379636,1.7
"395",6877919095,57016139,4.15
"396",6837364509,54197750,0.9
"397",6861886341,98047245,0.43
"398",6815476913,62519788,1.65
"399",6876883281,54992275,1.95
"400",6870941171,80633599,1.9
"401",6868556058,98557164,3.67
"402",6850482362,93267642,1.05
"403",6880649589,99410835,1.17
"404",1445540533,34536927,1.03
"405",1445544937,62513771,0.87
"406",1449628756,43979905,0.23
"407",6894085533,79725223,3.87
"408",6863007279,98718532,2.27
"409",1445750377,53164387,54.37
"410",6885140041,60142026,3.03
"411",1446586611,92170107,4.05
"412",6819057255,78410204,1.43
"413",6850190296,9772683,1.92
"414",1446235724,40300313,3.4
"415",6892244001,7986909,24.72
"416",6846613830,63595756,14.98
"417",1446380922,81015,23.93
"418",6840877966,8804240,24.93
"419",6804614965,63507490,0.52
"420",1445527214,34345276,0.18
"421",6862373703,576,0.23
"422",6869805459,13006247,1.07
"423",1446741975,96199167,3.35
"424",1445496122,98896874,4.2
"425",6804636546,73070192,0.27
"426",6827698450,6350862,3.15
"427",1446180592,46161805,0.75
"428",6876032613,3433718,3.35
"429",6839815067,40244066,78.5
"430",1446155830,73461518,1.83
"431",6876021861,25603839,0.38
"432",6870294422,30913706,49.22
"433",6804634733,62629799,0.28
"434",6853893797,45671658,20.42
"435",6851434241,99140944,1.42
"436",6858544138,84752575,1.37
"437",1445709458,29,7.75
"438",6841186854,26200654,4.73
"439",6863357557,44069495,132.98
"440",1445986984,37955,1.65
"441",6806345237,16448476,22.57
"442",6813445251,34352710,1.55
"443",1445675705,31938392,3.3
"444",6843050381,78223033,1.3
"445",6844713528,53689436,1.02
"446",1446390332,51721323,0.68
"447",1445550591,21062865,1.98
"448",6876700898,98033368,3.48
"449",1446572645,96852758,10.93
"450",6883781785,44261089,3.73
"451",6894543651,9159276,3.37
"452",6865594640,17670210,1.13
"453",6804638141,82058067,0.37
"454",6874202043,35313900,3.67
"455",6865646422,97363150,8.28
"456",6862644673,537224,0.42
"457",1445535985,34353308,5.75
"458",1446102131,7545174,30.15
"459",6836607984,63513468,10.2
"460",6845870820,69347829,14.6
"461",1445514550,46173574,28.85
"462",6886219387,94414010,0.27
"463",6866892698,96819266,3.42
"464",1445982758,26151156,1.57
"465",6870794980,15193729,22.97
"466",6870798090,43559362,0.17
"467",6860162330,90339177,8.97
"468",6825665952,76517304,8.22
"469",1445531302,79239880,2.7
"470",6819861979,231662,2.43
"471",1445505483,70849843,42.77
"472",1445508757,1353305164344,29.47
"473",1446158780,41754091,8.77
"474",1446543022,95646006,1.27
"475",1445553204,51327692,13.92
"476",1445549043,62186228,0.55
"477",6824469346,96193198,24.62
"478",6884480624,497640056292720,10.48
"479",6869049471,16528447,4.17
"480",6842352146,50167059,0.8
"481",1445552326,46194625,1.12
"482",6838656514,8,1.98
"483",6883732828,77268188,4.28
"484",6862107633,6839392,75.18
"485",1446269652,66105593,4.92
"486",6864114489,83660981,25.72
"487",1445557797,45133319,82.23
"488",1445500892,80682784,9.07
"489",6813831785,77545455,1.87
"490",1445522258,98059858,4.88
"491",1446047021,35419834,30.38
"492",6845183139,88981585,3.22
"493",1446121222,47437636,1.88
"494",6868396706,44315582,12.53
"495",6873853948,55626748,4.67
"496",1446539699,36598,0.57
"497",1445931547,93979774,3.87
"498",6804608527,57252704,0.3
"499",6887917346,82895672,9.45
"500",1446382096,73072746,23.48
"501",6844435420,29136609,1.68
"502",6856721600,90025249,73.97
"503",1445516877,35311665,4.98
"504",6869383226,54766980,11.78
"505",1446568275,70839688,17.25
"506",6861322102,54859167,12.7
"507",6885608147,95680239,13.82
"508",6858547411,50354386,2.7
"509",6879027465,87256935,2.1
"510",1445504177,63529177,3.2
"511",1445514512,43996738,13.92
"512",6804610986,73076166,0.78
"513",6875869754,9755106,5.17
"514",1445536760,55084147721,4.08
"515",6870802083,65437593,17.55
"516",6815400034,51338366,2.38
"517",6889719741,46169212,0.7
"518",6871738084,69964936455001,0.75
"519",1449774569,51731438,0.18
"520",1445538547,96169328,0.43
"521",1446425299,59916016,7.7
"522",6842191758,24245503,0.2
"523",6840144529,54265972,0.85
"524",1446134064,74910433,0.08
"525",6844919763,46422989,0.85
"526",1445540533,40326153,5.13
"527",1446229360,853185,3.02
"528",1445843335,43558602,0.28
"529",6825692824,57383211,0.55
"530",6804614844,12832538,0.82
"531",1445953095,65216941,2.82
"532",6870551858,89741771,1.98
"533",6828821539,35145214,9.98
"534",6845373206,40785394,9.38
"535",6883942634,16611587,2.15
"536",6862307838,35654515,3.58
"537",6861392884,11755346,4.97
"538",1446413124,44668463,7.03
"539",6837432157,25288987,0.43
"540",6858030233,183318232,0.82
"541",1445700424,81988441,1.88
"542",1445817493,51709674,1.37
"543",1445659433,55661705,3.38
"544",6804606766,57493743,0.3
"545",1446424681,69964936455104,3.25
"546",1445711561,80679994,2.32
"547",1445524437,94696471,5.43
"548",6850997680,17283099,9.85
"549",6881859218,40094291,22.03
"550",6876997676,98610806,10.37
"551",6864241757,60170495,57.92
"552",6876881462,57017465,0.77
"553",1446005858,79486468,0.3
"554",1446108935,57135443,0.32
"555",1445556004,43988121,1.85
"556",6839034288,29759852,1.93
"557",1445534106,3392881,17.12
"558",6894909349,56166786,0.27
"559",1445505578,97267452,3.7
"560",1446368789,56187691,81.32
"561",6804670579,60698111,9.08
"562",6847803319,56789907,0.3
"563",6866330311,96176428,3.22
"564",1446368157,51348799,1.2
"565",6884814084,37958871,3.7
"566",1446157038,75429460,16.92
"567",6810420150,96203256,0.9
"568",1445902616,45653956,1.33
"569",1446425403,11046559,38.45
"570",6823936053,17675133,4.97
"571",6845556925,61571684,2.8
"572",6833573090,77022,5.88
"573",6868385090,73485306,21.12
"574",1445955415,52498504,39.4
"575",1446119234,51716495,0.7
"576",1449707266,22350772,123.97
"577",1445924460,4624,5.93
"578",1445523343,43982082,0.3
"579",1445543250,98613548,6.13
"580",1445556790,45136078,1.83
"581",1445821517,17689728,1.12
"582",1446177636,81572730,7.08
"583",6838738801,54793315,18.13
"584",6875944498,46275650,13.7
"585",1445490337,57813576,1.43
"586",6894743612,34930512,6.28
"587",6804594568,98060864,0.28
"588",1446653994,98757875,1.27
"589",1445600562,94486800,0.4
"590",6869400146,98042833,19.43
"591",6877000495,96165694,9.52
"592",6876021861,47571537,0.98
"593",6859930707,73306723,1.12
"594",1445821916,83447057,10.72
"595",1445551353,43980280,1.95
"596",1446178456,98066754,0.48
"597",6869011402,526481419,22.25
"598",1445685326,46198151,3.27
"599",1449770996,44198557,4.92
"600",1446513092,96830547,0.67
"601",6873123727,58617254,0.85
"602",6843596208,54213811,7.93
"603",6873401516,6704768,1.37
"604",6818341977,26183548,25.53
"605",6804636302,43981079,0.52
"606",6865495760,96173886,22.88
"607",6804229306,73007928,26.25
"608",1449620395,93997166,10.65
"609",6833724306,78491762,17.27
"610",6843651728,54968106,6.4
"611",6850802547,51723477,23.05
"612",6884794687,94706984,9.38
"613",6834773836,46172540,5.12
"614",6844321542,35625124,3.22
"615",6804606766,6358941,0.98
"616",6855533485,44344700,15.2
"617",6864179242,19723833,16.37
"618",6844329955,56106578,1.33
"619",1445535143,61748813,0.77
"620",1446335777,65223911,0.42
"621",1445705249,81998058,1.97
"622",6838115622,84349808,3.85
"623",6804609054,46162372,0.72
"624",6852291766,43396062,7.78
"625",1445552656,13100209,24.35
"626",1445686743,26208688,3.07
"627",1445542742,44900807,10.72
"628",6879099572,54769426,4.87
"629",1445594385,94486663,0.37
"630",6874994114,54201562,0.45
"631",1445599242,85514775,0.58
"632",6834928516,45544748,0.93
"633",6858554490,34351014,2.98
"634",1445496404,98066927,0.92
"635",1446393269,69231,0.68
"636",6830755623,31969665,1.37
"637",1446334012,95681967,10.97
"638",1445716130,40088845,7.6
"639",6804636060,20513252,4.72
"640",1446579072,55797599,0.15
"641",1445595873,54382833,0.63
"642",6865542430,47920106,1.25
"643",1446388510,45657744,4.52
"644",6839472490,43986104,5.25
"645",1446105991,60796,13.83
"646",6834006558,26735209,15.52
"647",6861022943,60230697,11.75
"648",6872666704,73068872,2.92
"649",1445649542,77947033,1.02
"650",1445804340,98057430,0.62
"651",1445500411,33349395,2.78
"652",6890103274,44743274,1.47
"653",1445523647,58985014,0.62
"654",6864146241,51546888,1.13
"655",1446240196,3444691,0.32
"656",1446696242,42388677,0.73
"657",6822546904,88939959,1.67
"658",1446149182,66103721,0.27
"659",1446733769,45202630,2.77
"660",6868859816,46179513,0.32
"661",6803697603,76555128,1.72
"662",6885937153,95689715,3.33
"663",6883412844,54721741,0.2
"664",6861886341,83431967,5.52
"665",1445546956,43551190,12.35
"666",1445618718,95689060,1.02
"667",6833493839,39302669,55.92
"668",6889136231,88701395,1
"669",1445667127,4539248,0.77
"670",6887662548,17163823,16.65
"671",1446747307,96856077,53.47
"672",6804611518,16557913,0.22
"673",1445693878,82038513,6.83
"674",1446689895,13104,2.47
"675",6859323593,54213803,4.48
"676",1445760087,26799972,0.37
"677",6870712308,87720986,3.53
"678",1445494314,34345089,0.82
"679",1446189792,31481562,0.5
"680",1446252723,73070704,11.12
"681",1446453451,63518377,0.3
"682",6883412844,43557082,0.48
"683",6893356728,95651837,44.02
"684",6804605740,44618432,0.3
"685",1445688677,9662,2.58
"686",6804435313,60756815,2.33
"687",1446123516,29620,1.12
"688",6845068223,57297358,1.18
"689",1445530287,12075751,7.27
"690",1446119076,97286922,0.25
"691",6893399209,79690913,88.73
"692",1445823408,55791637,10.75
"693",1445690659,46164510,5.6
"694",1446737378,22535615,1.9
"695",6813579995,96188957,2.88
"696",1446164911,79212077,1.8
"697",6838539386,56152904,0.25
"698",1446275780,45647780,0.77
"699",6834389147,37932894,9.3
"700",6851420097,89116,0.48
"701",6852889356,57003994,2.3
"702",6893230569,94694982,5.27
"703",6882334205,37925786,3.38
"704",6868499253,77545395,2.27
"705",6884474721,99120360,1.5
"706",6870306632,45740530,6.6
"707",6879253024,43997252,1.58
"708",1445770855,45666688,1.4
"709",1445662152,55004947,0.33
"710",1445523788,51604686,1.05
"711",1445954801,50107,7.42
"712",1446034787,95683895,2.85
"713",6879675828,70855788,2.65
"714",1445535220,52104273,18.7
"715",6846731983,27752250,56.95
"716",6823131547,37952618,12.23
"717",6822863949,12715995,6.6
"718",1445755460,86782654,3.97
"719",1445514910,66657266,0.92
"720",1449497627,50657,3.87
"721",1445620279,49865046,41.33
"722",1445539301,70842492,7.93
"723",6857254038,82048290,26.97
"724",6804638311,34333348,0.72
"725",6846168360,37191739,11.15
"726",6884248447,95,3.08
"727",6804042118,17641353,0.95
"728",6859045059,98342423,5.4
"729",1446557220,40299070,12.42
"730",1445537940,40303259,2.05
"731",1445832194,62184320,2.93
"732",1445709145,31014830,343.72
"733",1445832194,3421118,13.72
"734",6870827388,73455844,8.75
"735",6852602065,95647569,1.02
"736",6872669159,34345109,0.6
"737",6884760711,6350263,4.33
"738",6894740719,98063263,0.38
"739",1446259212,51731591,21.55
"740",6808401552,95648836,31.4
"741",6868837098,45647383,3.78
"742",1445496585,38512683,18.2
"743",1446535685,29900234,34.48
"744",1446706990,28532591,2.65
"745",1445552473,122489083,0.27
"746",6876951376,83449168,355.33
"747",1446003857,3452522,1.92
"748",6813345016,88884978,3.23
"749",6846759011,16527441,1.3
"750",6892017640,97351486,46.55
"751",6861391903,95816934,5.1
"752",6806394183,40383345,11.93
"753",6852982586,96170436,4.4
"754",6841211170,82614852,16.98
"755",6868321795,84349275,1.03
"756",6852977642,31823579,41.25
"757",6894394304,55209501,4.3
"758",1445737673,96190489,1.95
"759",6870847669,12843541,11.65
"760",1446642132,30509912,17.95
"761",6842057508,37937467,10.53
"762",6807931433,3432199,27.6
"763",6880286153,60158289,49.52
"764",1446134244,55040712,0.53
"765",1446582651,98606018,18.72
"766",1445525936,40088885,18.62
"767",1446187350,96205462,8.87
"768",6894012005,497211398,0.75
"769",6822443914,56837431,2.1
"770",6823829826,20581661,1.2
"771",6876977501,31623569,0.27
"772",6804614844,34351353,0.35
"773",6833762067,70823685,0.7
"774",6825099826,56810970,2.63
"775",1446297576,65237299,1.82
"776",6869239118,49473377,12.05
"777",1445778232,97365259,11.17
"778",6884988403,62801221,8.13
"779",6880647382,40191484,6.5
"780",6859753696,72487387,4.18
"781",6830738273,8441349,12.03
"782",6827292625,57344012,11.65
"783",6894329283,73489873,31.57
"784",6839677173,46171963,1.72
"785",1445503665,51714918,0.62
"786",6848837404,58910310,10.32
"787",1445645609,55612042,8.25
"788",1445494572,63513420,43.1
"789",1445916937,70832808,1.62
"790",6838417297,13012729,0.65
"791",1445535562,44116166,30.35
"792",6868882119,95683689,1.87
"793",6808195019,9744185,97.77
"794",6868412977,57105740,2.25
"795",6866919840,57261571,5.72
"796",1445777374,87256947,0.37
"797",1445816633,6343523,2.4
"798",6871990830,14953868,1.12
"799",6834660522,53095823,1.18
"800",6865338541,11098808,2.53
"801",6813392635,29746745,1.5
"802",6816414344,73010172,2.2
"803",6852968639,51695097,1.17
"804",6838954318,92126449,9.5
"805",1445876043,25242208,7.85
"806",1445504669,172340120531872,0.13
"807",1446634609,83829081,1.75
"808",1445825455,70080485,3.45
"809",6843024711,27767115,3.45
"810",6855572770,333195415,5.47
"811",1449640833,52112425,2.52
"812",6894137202,27731589,4.5
"813",1446212418,14416176,6.8
"814",1445553470,87081503,5.8
"815",1445525602,23334,3.07
"816",1445535007,435,6.45
"817",6863701139,75769952,7.93
"818",1446146052,98036588,3.87
"819",1446134107,63516415,14.77
"820",6804596385,96191572,0.2
"821",1445535593,34353405,2.02
"822",1446191565,21878,0.3
"823",1446634921,40159679,1.18
"824",1445503803,59914715,0.98
"825",6871854120,94486597,0.25
"826",1449548703,5175,16.85
"827",1446538477,51720170,34.3
"828",1446580444,54277859,5.02
"829",6852528692,57824222,11.07
"830",6825855277,63541478,30
"831",6825913717,46204715,0.33
"832",1446233614,56798836,5.05
"833",1445488838,45790225,2.28
"834",6841188104,35136756,4.53
"835",1445757812,63546039,20.22
"836",6804605436,92172340,1.18
"837",6859363609,57400907,0.18
"838",1446704171,43954,0.97
"839",1445524988,96815061,5.25
"840",1445595847,978884,7.02
"841",6819034711,183726921,1.9
"842",6842040813,32887072,0.7
"843",1446441594,90609124,1.9
"844",6863119363,96810946,2.02
"845",6858953085,27781513,2.6
"846",6806494538,57477199,0.72
"847",1445554182,43595846,6.1
"848",6860400984,15790,2.67
"849",6844330716,58608991,3
"850",6852882146,55697101,9.13
"851",1446088223,51703576,48.32
"852",6862908575,40241894,0.48
"853",6862617211,21250045,9.88
"854",6824434419,79483307,0.75
"855",1449767741,22890601,38.53
"856",1445853390,17565992,24.95
"857",1446073027,84349060,4.65
"858",6804636546,370542,0.43
"859",1446134244,57255382,0.42
"860",6859610950,55083147440,25.2
"861",6848433663,89252799,18.15
"862",6890316549,34923552,1.53
"863",1445501885,42338384,1.73
"864",1446343366,46178610,12.73
"865",6894493911,90349339,9.67
"866",1449705667,3484013,4.38
"867",6811698230,57382991,13.17
"868",1445701741,59374803,16.87
"869",6835727404,61805890,1.22
"870",1446381973,57371275,5.17
"871",6862114180,40092334,15.75
"872",6809763039,45654470,8.7
"873",6858179293,63540005,0.32
