X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,Y
36357.91148401037,20877.824356727844,20263.834783288534,20261.834015878616,19690.617655882867,17683.186978169026,17309.735091551618,17306.519332501823,17147.410407921692,16160.851877709272,15618.483535953783,15601.743809947351,15601.135146549052,2.5794373493389067,8.833027437729015,5.221003455994642,5.258309034523642,892.7915909750837,88,0.5641937010358062,0.5294117647058824,0.5146198830409356,0.6777165640884546,0.02958376332989336,56.84314056127118,38.99984495625838,2.991744240066904,2.052623418750441,4.850696683586152,4.566003181182598,4.566000917756198,1.5840077711524478,1.4402025632176696,1.583766500308221,1.583766500308221,4.416604690357712,3.960129933886272,4.23832589071616,4.238328873925179,2.9631051278074363,2.493965020834408,2.7839205470882513,2.7839235100975643,2.4041038519961897,1.7961065737765023,2.295089525306253,2.295092897967743,3.3920775743588805,3.022828465337473,3.022829353105699,1.0535861168927811,1.0390695974292186,1.0535103165618547,1.0535103165618547,3.1640978337554815,2.6483783471107682,3.00124248003507,3.0012473781005258,2.1536904407530226,1.6544070826933457,1.9752032904304708,1.9752084641418657,1.578002293908647,1.0665348021678491,1.5722101104187525,1.5722106924948114,-1547.657785
36637.5443972627,21941.923238437572,19573.19754126872,18794.980516388994,18626.54779973317,17978.327928681385,17254.542674381806,16922.34337990478,16866.851190589467,16769.028044049308,16504.894155903738,15970.820416941577,15912.39612926373,2.5737925713263707,11.855473961479332,5.405649421254446,4.879677611361441,924.3660510345098,68,0.41704581967739857,0.3339622641509434,0.3976608187134503,0.6233150953876511,0.037495700034399726,67.72848027005858,48.95313330518572,3.564656856318873,2.5764807002729326,4.607230773393617,5.320862939523004,5.320756790065805,2.7203799789194525,3.2021581228381146,4.372813282692079,4.372711024581547,4.061751951559816,4.09383001535512,2.560611005410216,2.560606834991513,4.910820414287842,4.475235965842338,4.694519102974106,4.694801977658561,0.8489527129906982,0.7873374336227206,2.0618369915547285,2.06126295179731,3.3406157176137015,3.950773486870152,3.950828722014097,1.7152691671825744,2.226003648046948,3.315619587855971,3.3156415526413654,3.241670484460491,3.2418233371615894,1.7229259007802704,1.722927419494026,3.6117002899244763,3.103424148480379,3.593863894212868,3.5939430290790715,0.5150757426386834,0.5141183207224463,1.1387424124439733,1.1381664435626317,-1552.612539
37507.872915335574,20941.73407466825,20582.421648518164,19029.125811999133,17970.621615591117,17544.68728645665,17275.371449822218,16855.34566763652,16427.519101481936,16187.061541018678,16006.090722898365,15974.69744520805,15954.729951830506,2.586158996562429,9.48740712774193,4.617979081386715,4.51176474290522,789.6744229171279,79,0.39488055803845284,0.3944954128440367,0.4619883040935672,0.6460913485692428,0.033711730306157546,81.106076458098,59.947625321089674,4.268740866215684,3.1551381747941933,5.180998738935719,5.353482386481853,5.339300567827927,3.718961814581844,3.1269763293100468,4.642785736654311,4.686784007938119,6.493569199565829,6.209662324408769,4.844441632721549,5.36221542436324,3.7747734206375707,4.320564931799883,3.869226351033529,3.316723957867493,2.974595624995971,3.1519819133710274,2.4431404055107846,2.2958916900925295,3.884550350525752,3.8937465035716916,3.9000421676892176,2.709519896087198,2.1870273431021583,3.742177343127871,3.76617884763065,5.076164211263732,4.654855187405168,3.6356190300895714,4.161104184904894,2.6924500023980604,3.2088522265181503,2.737963925255841,2.214993694086781,2.1368150276131095,2.166311548405337,1.5974881306731994,1.581765700741293,-1555.417784
37350.52478901605,20633.508648656458,19931.520759345836,19328.84596420336,19041.996446898058,17327.296346178002,17019.50973130134,16839.608925927132,16529.103774637002,16292.800603653426,16096.335034454432,16083.81531204159,15977.003020755094,2.5882339589370558,9.363756066734997,4.640533353407512,4.613265709180745,793.5312034326844,75,0.282418166628693,0.2918918918918919,0.4385964912280701,0.6438858269143382,0.03302373581011352,74.86680878257766,51.55853707025393,3.9403583569777716,2.7136072142238907,6.40148157814238,5.592899655871153,5.729184268532951,2.5954433621954283,1.9997980637085155,2.194865882454639,2.251645513765473,2.913852154704406,3.4947186615099213,4.179910282448802,3.6666140504433655,4.0763897009864145,3.62510925306442,4.477752757200115,4.743945943149362,4.477752757200116,4.743945943149363,4.076389700986414,3.6251092530644202,5.041002060861906,4.310602039247609,4.411685942722841,1.4799616344582824,0.9596057919836941,1.2030359812212872,1.2061674757410903,1.8445280182578503,2.3618422685289286,3.1176193435992596,2.605315899680712,2.7430780135152766,2.2414770168178895,3.1055965225541704,3.418433754087897,3.10559652255417,3.4184337540878964,2.743078013515276,2.241477016817889,-1552.217633
38952.99656491376,20402.071347225137,20245.573175503843,19603.131405159063,19219.456258369697,17463.324672218074,16906.183395354365,16663.728553658882,16593.819471362574,16309.77985240848,16259.35880867088,16082.01929563611,15740.310279357713,2.604050253088155,7.901243367226961,4.301827912050976,4.464082312900713,735.6125729607169,96,0.5293700451595188,0.5192307692307693,0.5614035087719298,0.7014295658574834,0.025799793601651185,89.0206293374467,64.9308185900833,4.685296280918248,3.4174115047412266,2.2291695100629805,3.4204234672312483,3.4609407482784835,5.547589686740839,6.145099716993731,7.593679302666793,7.681659248386061,4.433738266784523,3.8323392157451233,3.8398521536200136,3.9581026348851736,4.603984929273727,4.857555965795699,4.539990020906196,4.43748659333137,4.539989980780952,4.437486861222861,4.603985195683104,4.85755583905783,1.2543830635443094,2.397877411559869,2.3981631546528996,4.2983388938379585,4.817517866457443,6.0274164014411875,6.035963814307859,3.2199319332274823,2.703397344111651,2.6863530034681578,2.693892243108861,3.403971502028842,3.500209047015711,3.1496598053205394,3.144951323596342,3.149659654576309,3.1449515371711922,3.403971346011981,3.500209244644707,-1552.886542
36674.688154936506,21081.58977773311,20584.307292338668,18716.086353483795,18158.848519292493,17468.486436371153,17283.579028239685,16871.212064430194,16751.44154262093,16298.681152425499,16298.681152425497,16144.26877536238,15992.657930147527,2.580931066143126,8.864960536061192,4.9968749885323795,4.800948536004401,854.4656230390375,85,0.3373737373737374,0.40109140518417463,0.4970760233918129,0.6650865285385408,0.03061575507395941,64.66483823308548,46.22007714131926,3.403412538583446,2.432635639016803,3.9287746956324123,3.864365219006537,3.8643652190065367,5.030970660601161,5.572165308530368,5.572165308530368,5.03097066060116,2.4760718774347943,2.933805620200988,2.9338056202009883,2.476071877434794,2.8161156426368597,2.42921089883948,2.42921089883948,2.816115642636859,2.42921089883948,2.816115642636859,2.8161156426368597,2.42921089883948,3.2040990393220916,3.203009921785218,3.203009921785218,3.438614661005804,3.9515674708179582,3.9515674708179587,3.438614661005804,1.9871716768180174,2.4331011422178297,2.4331011422178297,1.9871716768180179,1.7836259255592049,1.4636361636176713,1.4636361636176718,1.7836259255592049,1.4636361636176718,1.7836259255592049,1.7836259255592049,1.4636361636176713,-1544.625769
35837.69574325815,21729.332239753458,21109.820300747066,19484.247887736045,18722.639198795052,16982.4778786152,16981.674289518396,16808.932535913504,16435.747302877433,16261.932472934239,16255.20466452403,16051.155154999076,15921.772320670116,2.5625620099999997,12.13933988,6.273446891367084,6.062849347876205,1072.7594184237716,80,0.3214247740563529,0.3475609756097561,0.46783625730994144,0.6544273451895954,0.031991744066047476,48.49625499856734,35.68569172161622,2.552434473608807,1.878194301137696,3.523001807666276,3.4506567661090233,3.4506567661090233,1.3196153444372085,1.9331376658003365,1.9331376640387576,1.9331376640387576,3.8687619522137005,3.3286819059383466,3.328681905938347,3.8687619522137005,2.156519002583515,2.244201293061872,1.6340902138776743,2.2442012925088664,2.244201293061872,2.156519002583515,2.244201292508867,1.6340902138776743,2.5534248760402862,2.5518711811314154,2.5518711811314154,1.0534651944656046,1.5601376001079972,1.5601376049886375,1.5601376049886375,2.7902828812369753,2.284091304085248,2.2840913040852477,2.7902828812369753,1.6435279614202625,1.6463709609795745,1.1366791759868788,1.6463709556721784,1.6463709609795745,1.6435279614202625,1.6463709556721784,1.1366791759868788,-1548.519202
36524.81807599765,22325.76753917141,22010.60851182458,19051.67380010256,18241.423059851433,17816.049293757187,17233.48436305637,17228.457374659123,16657.382050749813,16358.355352593773,16289.36618858174,16084.080749853449,15659.743956561833,2.55384183555664,11.369721318904007,6.1337521287781005,5.634844351159048,1048.8716140210556,83,0.3146958304853041,0.3197080291970803,0.4853801169590643,0.6621696997263417,0.030615755073959416,50.216594004692986,37.88393659206822,2.6429786318259465,1.9938913995825378,3.9270591730213793,3.6539015370093906,3.6539015370093906,3.0024397276671184,2.3928328684837847,2.8976976256972216,2.8976976256972216,3.558746010136577,3.0243379896646942,3.0243379896646942,3.558746010136576,1.846986430130955,1.894978653039797,1.894978653039797,1.6755042190419194,1.894978653039797,1.846986430130955,1.6755042190419194,1.894978653039797,2.684618127061352,2.4156701889744463,2.4156701889744467,2.4618776538342955,1.9517556482658889,2.45682463375648,2.45682463375648,2.9799006841462883,2.4655222454092134,2.4655222454092134,2.9799006841462887,1.2834278412236224,1.2838867604702342,1.2838867604702344,1.223723467002823,1.2838867604702344,1.2834278412236222,1.223723467002823,1.2838867604702342,-1550.422329
36758.79824605839,21936.120490287707,21122.114899466527,19610.05279758414,18174.654619286397,17626.67847939145,17257.44935084309,16831.760599175657,16625.131874532577,16377.532726406782,16232.465730500473,16229.631435028075,15441.477152932386,2.5788590538126694,13.488972440003351,6.094816414326966,6.111037484090994,1042.2136068499115,86,0.4735562682931104,0.44573643410852715,0.502923976608187,0.6758727014643389,0.029239766081871347,53.48402041096961,37.759918587199856,2.8149484426826112,1.9873641361684136,1.307556869989883,1.4452808187112343,1.445280818711229,4.2287833098979135,4.229219065254908,4.125918272628238,4.125918271427438,3.174383813049575,3.2221752830587995,3.2221816914411954,3.1743897239229093,1.8089666681258127,2.414735438324282,2.833887450257426,2.833887451542915,2.4147262432162666,1.8089573510995025,2.833885936345326,2.833885933964763,1.0274266828536727,1.0416735170871232,1.041673517087124,2.8713948699014553,2.8713949531101526,3.1237427403426734,3.1237427402944022,2.13023368193505,2.13068715696486,2.1306906613453807,2.1302371756156186,1.1843688498134564,1.6976287112864004,2.093261330485052,2.0932613294790494,1.6976189070040746,1.1843591331957763,2.0932613142469694,2.0932613151515675,-1551.619445
36357.29526035873,21710.41287268595,21083.620102952027,18605.931537048324,18574.296880007718,17453.385508042516,17111.384090672647,17109.494718092377,16462.100454824875,16208.15843269599,16098.100409479692,15963.127219785236,15927.991034629506,2.5539677,11.369495576076991,6.049555236771866,5.634961711610895,1034.4739454879902,81,0.31736918052707525,0.3186646433990895,0.47368421052631576,0.6557136209223323,0.03164774681802546,51.503123882118444,37.7648263868303,2.710690730637813,1.987622441412121,3.6271348931863283,3.5623801909849524,3.5623801909849524,3.6670101573824927,4.201451995566004,4.201451995566005,3.667010157382493,2.5367811967132075,3.002224580110504,3.002224580110504,2.536781196713208,1.8951706464642006,1.2917396634015956,1.8951706534474808,1.8860654103956174,1.2917396634015956,1.8951706464642002,1.886065410395617,1.8951706534474808,2.9809866246681103,2.979879735568367,2.979879735568367,2.404603849677431,2.9189470629681424,2.9189470629681424,2.404603849677431,2.0044986692115705,2.46189010693681,2.46189010693681,2.0044986692115705,1.284290193126271,0.7692386503841031,1.2842902014624054,1.284281411745993,0.7692386503841032,1.284290193126271,1.284281411745993,1.2842902014624054,-1550.422336
